CensusId,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
18021,Indiana,Clay,26686,13079,13607,1.3,96.7,0.2,0.2,0.1,0.0,20358,47602.0,2539.0,21856,746,14.5,18.1,26.7,18.3,22.5,9.9,22.6,82.2,12.1,0.2,2.1,0.8,2.6,25.4,11766,78.4,15.4,6.1,0.1,7.8
18023,Indiana,Clinton,32835,16165,16670,14.5,83.8,0.7,0.2,0.3,0.1,22754,48478.0,2158.0,22337,973,14.1,21.3,22.8,12.5,19.8,10.0,34.9,79.3,15.1,0.0,1.1,1.6,2.9,23.2,15003,87.5,7.5,4.9,0.1,7.3
18025,Indiana,Crawford,10591,5347,5244,1.4,96.5,0.1,1.1,0.0,0.0,8183,38695.0,3428.0,18835,914,20.7,28.1,22.9,18.5,20.8,9.5,28.3,87.6,6.9,0.2,1.3,1.2,2.8,31.5,4273,77.8,15.3,7.0,0.0,6.6
18027,Indiana,Daviess,32411,16232,16179,4.5,93.0,1.4,0.0,0.3,0.0,22386,47342.0,1870.0,21101,734,13.2,17.5,24.5,15.6,17.8,17.2,25.0,74.3,16.4,0.4,3.0,2.6,3.4,23.1,14319,79.5,13.7,6.3,0.5,5.4
18029,Indiana,Dearborn,49679,24766,24913,1.1,96.4,0.8,0.3,0.5,0.1,37755,58680.0,2995.0,27907,1588,9.3,12.7,29.6,18.3,22.7,11.3,18.1,85.0,9.4,0.5,1.5,1.0,2.6,29.4,24159,85.2,9.5,5.0,0.3,8.1
18031,Indiana,Decatur,26240,12985,13255,1.8,95.3,0.6,0.1,1.3,0.0,19469,49799.0,2656.0,23346,913,14.2,22.7,27.8,14.9,18.0,10.1,29.2,86.6,7.7,0.6,1.6,1.0,2.5,21.6,12601,87.2,8.9,3.8,0.0,6.3
18033,Indiana,DeKalb,42449,21132,21317,2.6,95.3,0.1,0.1,0.5,0.0,31405,48341.0,2573.0,24016,1017,14.6,21.4,26.8,14.1,21.5,8.7,28.9,86.5,7.9,0.2,1.2,1.9,2.3,21.1,19542,87.3,8.5,3.9,0.2,7.5
18035,Indiana,Delaware,117335,56294,61041,2.0,87.5,5.8,0.1,1.2,0.0,93180,38830.0,977.0,21179,595,22.0,26.0,30.8,23.0,23.7,7.4,15.2,79.8,8.9,1.8,4.7,1.9,2.9,20.6,51781,79.2,16.1,4.6,0.1,10.1
18037,Indiana,Dubois,42291,21113,21178,6.5,91.9,0.4,0.1,0.6,0.0,30607,53513.0,1721.0,25972,1396,9.8,13.4,29.6,13.9,22.3,8.4,25.8,85.6,8.3,0.3,1.7,0.5,3.7,19.2,21742,87.1,8.4,4.4,0.1,3.3
18039,Indiana,Elkhart,200685,99175,101510,14.8,76.1,5.6,0.1,1.1,0.0,132834,47913.0,1143.0,21817,458,16.1,23.7,24.2,15.2,21.8,7.6,31.2,78.7,13.5,0.4,1.6,2.9,2.9,19.6,91085,87.5,7.7,4.6,0.2,7.4
18041,Indiana,Fayette,23773,11747,12026,1.0,96.0,2.0,0.0,0.3,0.0,18354,39379.0,3200.0,20508,1250,20.6,29.9,24.0,19.9,24.5,7.8,23.8,83.5,10.5,0.3,1.6,1.7,2.4,26.1,9245,85.3,9.4,5.0,0.2,12.1
18043,Indiana,Floyd,75900,36794,39106,2.9,88.7,4.9,0.3,1.0,0.0,57136,54914.0,1800.0,28116,856,12.8,19.1,34.5,15.6,26.3,7.2,16.4,85.1,9.2,1.0,1.0,0.6,3.1,22.4,37064,86.3,10.1,3.4,0.1,7.3
18045,Indiana,Fountain,16888,8461,8427,2.4,95.7,0.4,0.4,0.1,0.0,12828,46760.0,2989.0,24619,1549,12.0,13.9,26.6,15.8,17.1,12.1,28.4,82.8,9.0,0.4,4.0,1.3,2.5,25.5,7533,80.4,12.5,6.8,0.4,8.6
18047,Indiana,Franklin,22935,11446,11489,1.0,97.4,0.2,0.1,0.6,0.0,17234,51748.0,2963.0,24032,1151,10.6,11.7,31.7,14.7,20.4,14.8,18.4,87.2,6.7,0.1,1.1,0.8,3.9,31.2,11103,82.2,10.2,7.2,0.4,6.4
18049,Indiana,Fulton,20527,10256,10271,4.8,92.5,1.0,0.4,0.5,0.0,15201,45332.0,2731.0,22807,1915,14.9,21.5,24.9,14.5,16.7,10.9,33.0,78.5,11.7,0.3,2.4,2.4,4.7,23.4,9122,81.3,10.4,7.8,0.5,6.0
18051,Indiana,Gibson,33668,16855,16813,1.5,94.2,1.6,0.1,0.2,0.0,25500,48303.0,1589.0,24682,918,11.2,13.8,26.0,16.1,17.9,13.7,26.3,86.0,7.3,0.3,2.7,1.0,2.7,21.0,16013,88.0,7.7,4.2,0.2,4.3
18053,Indiana,Grant,68896,32990,35906,4.0,85.8,6.6,0.2,0.7,0.0,54035,40294.0,1275.0,20440,574,18.7,28.6,28.4,18.9,26.5,7.0,19.1,80.8,7.6,0.4,4.0,1.1,6.1,18.5,29151,82.6,12.9,4.4,0.1,8.8
18055,Indiana,Greene,32815,16298,16517,1.2,97.0,0.2,0.0,0.4,0.2,25215,45397.0,3040.0,22767,1090,13.6,15.7,27.7,18.6,21.2,12.9,19.7,85.3,10.2,0.3,1.7,1.3,1.3,28.9,14187,74.2,19.6,5.7,0.5,7.0
18057,Indiana,Hamilton,296635,144898,151737,3.7,85.0,3.5,0.1,5.3,0.0,200794,86222.0,1856.0,41316,865,4.7,5.6,51.8,11.2,25.9,5.1,6.1,84.9,7.1,0.2,0.7,0.9,6.2,26.6,154190,84.9,10.5,4.4,0.1,4.3
18059,Indiana,Hancock,71328,34905,36423,2.0,93.6,2.0,0.3,0.5,0.0,53277,66606.0,1913.0,29058,905,6.5,8.4,37.7,15.3,24.9,9.6,12.6,87.8,5.7,0.1,0.9,0.7,4.8,25.7,35339,83.4,12.3,4.2,0.0,5.5
18061,Indiana,Harrison,39230,19612,19618,1.7,96.1,0.8,0.2,0.4,0.0,30063,52128.0,2986.0,24460,883,13.9,16.3,29.3,17.0,22.9,11.1,19.7,84.6,8.9,0.3,1.1,1.2,3.9,30.0,18294,83.7,12.2,4.0,0.1,7.9
18063,Indiana,Hendricks,153435,76496,76939,3.4,86.7,5.7,0.1,2.4,0.0,110052,70163.0,1906.0,30364,556,5.0,5.5,40.0,13.7,25.8,7.9,12.6,88.7,6.5,0.1,0.7,0.5,3.6,25.7,76792,83.8,12.2,4.0,0.0,5.3
18065,Indiana,Henry,49146,25371,23775,1.6,94.0,1.7,0.3,0.4,0.0,38488,41855.0,1443.0,21286,1111,16.3,23.5,28.7,18.2,22.6,8.7,21.8,86.3,8.1,0.3,1.7,0.6,3.0,26.5,19488,81.3,11.7,6.8,0.3,10.6
18067,Indiana,Howard,82765,39916,42849,3.0,86.2,6.9,0.2,1.2,0.0,62950,44226.0,2187.0,24297,571,17.8,25.4,29.3,19.6,21.8,7.9,21.4,85.0,8.5,0.6,1.4,1.8,2.7,20.2,35740,83.6,11.3,5.0,0.1,9.2
18069,Indiana,Huntington,36863,18116,18747,2.0,95.6,0.7,0.4,0.8,0.0,28270,46945.0,1854.0,22606,678,12.0,16.4,27.8,16.6,20.3,7.9,27.4,83.4,8.6,0.2,3.3,0.7,3.7,20.1,17909,85.6,9.6,4.8,0.0,7.4
18071,Indiana,Jackson,43471,21713,21758,6.1,90.2,0.8,0.2,1.4,0.0,31564,47000.0,1869.0,22421,788,14.8,21.0,27.1,14.7,22.6,9.0,26.6,83.5,10.0,0.4,1.5,2.8,1.8,20.7,19885,86.0,8.6,5.2,0.2,7.3
18073,Indiana,Jasper,33448,16591,16857,5.8,92.0,0.7,0.0,0.2,0.0,24538,55374.0,3120.0,24614,924,8.4,9.7,27.1,15.5,19.3,18.7,19.4,84.5,9.8,0.3,2.4,0.7,2.3,26.9,15197,84.5,10.0,5.5,0.1,6.3
18075,Indiana,Jay,21255,10443,10812,2.9,95.4,0.6,0.2,0.3,0.0,15553,41021.0,2179.0,19591,933,16.3,22.6,22.1,14.1,18.4,13.2,32.1,83.2,8.7,0.3,2.2,2.4,3.2,20.2,9495,80.9,10.5,8.1,0.5,8.2
18077,Indiana,Jefferson,32453,15535,16918,2.4,93.4,1.9,0.2,0.8,0.0,25123,45718.0,1835.0,22139,1004,14.5,20.3,27.3,18.4,18.7,10.5,25.1,83.1,8.9,0.3,2.5,1.4,3.8,23.8,14381,80.1,14.7,4.5,0.7,9.2
